GEOID,SUMLEVEL,SUMLEVEL,ST,COUNTY,BLKGRP,B01003_001E,Total,WhiteAlone,BlackOrAfricanAmerican,AmericanIndian,AsianAlone,NativeHawiian,OtherRaceAlone,TwoOrMore,COMPONENT,NAME,STUSAB,BTTR,BTBG,TRACT
15000US060375520023,150,150,6,37,3,801,801,237,0,0,0,0,517,47,0,"Block Group 3, Census Tract 5520.02, Los Angeles County, California",CA,null,null,552002
15000US060375521001,150,150,6,37,1,1446,1446,754,14,0,22,0,656,0,0,"Block Group 1, Census Tract 5521, Los Angeles County, California",CA,null,null,552100
15000US060375521002,150,150,6,37,2,1693,1693,735,48,118,497,0,276,19,0,"Block Group 2, Census Tract 5521, Los Angeles County, California",CA,null,null,552100
15000US060375521003,150,150,6,37,3,1195,1195,620,12,0,81,0,472,10,0,"Block Group 3, Census Tract 5521, Los Angeles County, California",CA,null,null,552100
15000US060375521004,150,150,6,37,4,844,844,490,58,0,107,0,189,0,0,"Block Group 4, Census Tract 5521, Los Angeles County, California",CA,null,null,552100
15000US060375521005,150,150,6,37,5,1209,1209,426,90,0,346,0,308,39,0,"Block Group 5, Census Tract 5521, Los Angeles County, California",CA,null,null,552100
15000US060375522001,150,150,6,37,1,1807,1807,529,289,8,165,0,800,16,0,"Block Group 1, Census Tract 5522, Los Angeles County, California",CA,null,null,552200
15000US060375522002,150,150,6,37,2,3021,3021,1285,238,0,10,0,1376,112,0,"Block Group 2, Census Tract 5522, Los Angeles County, California",CA,null,null,552200
15000US060375522003,150,150,6,37,3,1263,1263,504,23,19,102,0,556,59,0,"Block Group 3, Census Tract 5522, Los Angeles County, California",CA,null,null,552200
15000US060375523011,150,150,6,37,1,1695,1695,573,98,2,280,0,729,13,0,"Block Group 1, Census Tract 5523.01, Los Angeles County, California",CA,null,null,552301
15000US060375523012,150,150,6,37,2,2207,2207,1013,221,11,354,2,494,112,0,"Block Group 2, Census Tract 5523.01, Los Angeles County, California",CA,null,null,552301
15000US060375523013,150,150,6,37,3,962,962,810,0,0,126,0,18,8,0,"Block Group 3, Census Tract 5523.01, Los Angeles County, California",CA,null,null,552301
15000US060375523021,150,150,6,37,1,1522,1522,340,16,12,228,0,909,17,0,"Block Group 1, Census Tract 5523.02, Los Angeles County, California",CA,null,null,552302
15000US060375523022,150,150,6,37,2,803,803,272,197,12,66,0,256,0,0,"Block Group 2, Census Tract 5523.02, Los Angeles County, California",CA,null,null,552302
15000US060375523023,150,150,6,37,3,1153,1153,638,87,0,147,0,261,20,0,"Block Group 3, Census Tract 5523.02, Los Angeles County, California",CA,null,null,552302
15000US060375524001,150,150,6,37,1,497,497,211,0,0,14,0,262,10,0,"Block Group 1, Census Tract 5524, Los Angeles County, California",CA,null,null,552400
15000US060375524002,150,150,6,37,2,1437,1437,510,42,0,0,0,877,8,0,"Block Group 2, Census Tract 5524, Los Angeles County, California",CA,null,null,552400
15000US060375524003,150,150,6,37,3,779,779,370,4,0,61,0,264,80,0,"Block Group 3, Census Tract 5524, Los Angeles County, California",CA,null,null,552400
15000US060375526011,150,150,6,37,1,1150,1150,632,9,85,74,0,350,0,0,"Block Group 1, Census Tract 5526.01, Los Angeles County, California",CA,null,null,552601
15000US060375526012,150,150,6,37,2,1480,1480,1025,0,0,0,0,439,16,0,"Block Group 2, Census Tract 5526.01, Los Angeles County, California",CA,null,null,552601
15000US060375526013,150,150,6,37,3,1579,1579,609,0,0,66,0,904,0,0,"Block Group 3, Census Tract 5526.01, Los Angeles County, California",CA,null,null,552601
15000US060375526014,150,150,6,37,4,1342,1342,903,2,0,61,0,376,0,0,"Block Group 4, Census Tract 5526.01, Los Angeles County, California",CA,null,null,552601
15000US060375526021,150,150,6,37,1,1535,1535,800,26,22,545,0,63,79,0,"Block Group 1, Census Tract 5526.02, Los Angeles County, California",CA,null,null,552602
15000US060375526022,150,150,6,37,2,1284,1284,427,0,28,480,0,343,6,0,"Block Group 2, Census Tract 5526.02, Los Angeles County, California",CA,null,null,552602
15000US060375526023,150,150,6,37,3,1495,1495,631,17,0,309,212,326,0,0,"Block Group 3, Census Tract 5526.02, Los Angeles County, California",CA,null,null,552602
15000US060375527001,150,150,6,37,1,2466,2466,1489,36,36,341,0,509,55,0,"Block Group 1, Census Tract 5527, Los Angeles County, California",CA,null,null,552700
15000US060375527002,150,150,6,37,2,817,817,449,11,0,94,0,220,43,0,"Block Group 2, Census Tract 5527, Los Angeles County, California",CA,null,null,552700
15000US060375527003,150,150,6,37,3,1559,1559,827,0,42,288,0,380,22,0,"Block Group 3, Census Tract 5527, Los Angeles County, California",CA,null,null,552700
15000US060375527004,150,150,6,37,4,744,744,632,0,6,59,0,6,41,0,"Block Group 4, Census Tract 5527, Los Angeles County, California",CA,null,null,552700
15000US060375527005,150,150,6,37,5,1338,1338,669,112,11,103,0,443,0,0,"Block Group 5, Census Tract 5527, Los Angeles County, California",CA,null,null,552700
15000US060375528001,150,150,6,37,1,814,814,365,55,0,41,0,341,12,0,"Block Group 1, Census Tract 5528, Los Angeles County, California",CA,null,null,552800
15000US060375528002,150,150,6,37,2,3003,3003,1465,173,13,305,0,946,101,0,"Block Group 2, Census Tract 5528, Los Angeles County, California",CA,null,null,552800
15000US060375528003,150,150,6,37,3,1147,1147,705,0,0,0,0,416,26,0,"Block Group 3, Census Tract 5528, Los Angeles County, California",CA,null,null,552800
15000US060375528004,150,150,6,37,4,1265,1265,858,14,0,209,0,173,11,0,"Block Group 4, Census Tract 5528, Los Angeles County, California",CA,null,null,552800
15000US060375529001,150,150,6,37,1,713,713,429,0,0,122,11,111,40,0,"Block Group 1, Census Tract 5529, Los Angeles County, California",CA,null,null,552900
15000US060375529002,150,150,6,37,2,994,994,499,0,9,332,0,154,0,0,"Block Group 2, Census Tract 5529, Los Angeles County, California",CA,null,null,552900
15000US060375529003,150,150,6,37,3,813,813,454,0,0,36,0,316,7,0,"Block Group 3, Census Tract 5529, Los Angeles County, California",CA,null,null,552900
15000US060375529004,150,150,6,37,4,3057,3057,1060,201,0,481,0,1275,40,0,"Block Group 4, Census Tract 5529, Los Angeles County, California",CA,null,null,552900
15000US060375529005,150,150,6,37,5,1636,1636,916,67,9,313,0,279,52,0,"Block Group 5, Census Tract 5529, Los Angeles County, California",CA,null,null,552900
15000US060375530001,150,150,6,37,1,591,591,227,72,8,27,0,189,68,0,"Block Group 1, Census Tract 5530, Los Angeles County, California",CA,null,null,553000
15000US060375530002,150,150,6,37,2,804,804,236,207,0,8,0,335,18,0,"Block Group 2, Census Tract 5530, Los Angeles County, California",CA,null,null,553000
15000US060375530003,150,150,6,37,3,2495,2495,1146,77,5,153,0,991,123,0,"Block Group 3, Census Tract 5530, Los Angeles County, California",CA,null,null,553000
15000US060375530004,150,150,6,37,4,1177,1177,781,50,0,131,0,184,31,0,"Block Group 4, Census Tract 5530, Los Angeles County, California",CA,null,null,553000
15000US060375531001,150,150,6,37,1,3172,3172,1117,614,11,384,0,919,127,0,"Block Group 1, Census Tract 5531, Los Angeles County, California",CA,null,null,553100
15000US060375531002,150,150,6,37,2,1022,1022,698,42,0,87,0,163,32,0,"Block Group 2, Census Tract 5531, Los Angeles County, California",CA,null,null,553100
15000US060375531003,150,150,6,37,3,979,979,285,107,0,202,0,321,64,0,"Block Group 3, Census Tract 5531, Los Angeles County, California",CA,null,null,553100
15000US060375531004,150,150,6,37,4,1895,1895,978,315,8,103,90,306,95,0,"Block Group 4, Census Tract 5531, Los Angeles County, California",CA,null,null,553100
15000US060375532001,150,150,6,37,1,1119,1119,365,26,30,70,0,512,116,0,"Block Group 1, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532002,150,150,6,37,2,739,739,319,53,0,178,0,168,21,0,"Block Group 2, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532003,150,150,6,37,3,694,694,104,97,0,72,0,310,111,0,"Block Group 3, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532004,150,150,6,37,4,780,780,406,26,0,54,0,257,37,0,"Block Group 4, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532005,150,150,6,37,5,2002,2002,909,302,0,65,0,669,57,0,"Block Group 5, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532006,150,150,6,37,6,991,991,396,30,0,129,0,356,80,0,"Block Group 6, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375532007,150,150,6,37,7,821,821,671,2,0,83,0,63,2,0,"Block Group 7, Census Tract 5532, Los Angeles County, California",CA,null,null,553200
15000US060375533001,150,150,6,37,1,953,953,625,28,0,8,0,289,3,0,"Block Group 1, Census Tract 5533, Los Angeles County, California",CA,null,null,553300
15000US060375533002,150,150,6,37,2,1278,1278,201,32,0,304,0,726,15,0,"Block Group 2, Census Tract 5533, Los Angeles County, California",CA,null,null,553300
15000US060375533003,150,150,6,37,3,1134,1134,546,75,0,33,0,473,7,0,"Block Group 3, Census Tract 5533, Los Angeles County, California",CA,null,null,553300
15000US060375534001,150,150,6,37,1,899,899,526,45,0,5,0,298,25,0,"Block Group 1, Census Tract 5534, Los Angeles County, California",CA,null,null,553400
15000US060375534002,150,150,6,37,2,1348,1348,919,14,0,37,0,352,26,0,"Block Group 2, Census Tract 5534, Los Angeles County, California",CA,null,null,553400
15000US060375534003,150,150,6,37,3,1453,1453,530,5,0,114,0,804,0,0,"Block Group 3, Census Tract 5534, Los Angeles County, California",CA,null,null,553400
15000US060375535021,150,150,6,37,1,1907,1907,1023,118,0,23,0,743,0,0,"Block Group 1, Census Tract 5535.02, Los Angeles County, California",CA,null,null,553502
15000US060375535022,150,150,6,37,2,2094,2094,935,291,37,13,0,792,26,0,"Block Group 2, Census Tract 5535.02, Los Angeles County, California",CA,null,null,553502
15000US060375535031,150,150,6,37,1,3012,3012,1197,496,0,8,0,1194,117,0,"Block Group 1, Census Tract 5535.03, Los Angeles County, California",CA,null,null,553503
15000US060375535041,150,150,6,37,1,2088,2088,965,192,0,62,0,791,78,0,"Block Group 1, Census Tract 5535.04, Los Angeles County, California",CA,null,null,553504
15000US060375535042,150,150,6,37,2,2225,2225,829,145,0,38,149,1064,0,0,"Block Group 2, Census Tract 5535.04, Los Angeles County, California",CA,null,null,553504
15000US060375535043,150,150,6,37,3,1794,1794,800,105,0,32,0,740,117,0,"Block Group 3, Census Tract 5535.04, Los Angeles County, California",CA,null,null,553504
15000US060375536011,150,150,6,37,1,3072,3072,939,631,56,22,0,1366,58,0,"Block Group 1, Census Tract 5536.01, Los Angeles County, California",CA,null,null,553601
15000US060375536012,150,150,6,37,2,1923,1923,1197,0,0,3,28,671,24,0,"Block Group 2, Census Tract 5536.01, Los Angeles County, California",CA,null,null,553601
15000US060375536021,150,150,6,37,1,3172,3172,787,993,4,126,0,1222,40,0,"Block Group 1, Census Tract 5536.02, Los Angeles County, California",CA,null,null,553602
15000US060375536022,150,150,6,37,2,1390,1390,487,80,23,0,0,775,25,0,"Block Group 2, Census Tract 5536.02, Los Angeles County, California",CA,null,null,553602
15000US060375537011,150,150,6,37,1,1357,1357,367,59,0,0,0,883,48,0,"Block Group 1, Census Tract 5537.01, Los Angeles County, California",CA,null,null,553701
15000US060375537012,150,150,6,37,2,1716,1716,631,0,0,0,0,1057,28,0,"Block Group 2, Census Tract 5537.01, Los Angeles County, California",CA,null,null,553701
15000US060375537013,150,150,6,37,3,877,877,442,12,5,0,0,418,0,0,"Block Group 3, Census Tract 5537.01, Los Angeles County, California",CA,null,null,553701
15000US060375537021,150,150,6,37,1,2903,2903,1075,177,103,0,0,1459,89,0,"Block Group 1, Census Tract 5537.02, Los Angeles County, California",CA,null,null,553702
15000US060375537022,150,150,6,37,2,1702,1702,353,71,0,44,0,1162,72,0,"Block Group 2, Census Tract 5537.02, Los Angeles County, California",CA,null,null,553702
15000US060375538011,150,150,6,37,1,835,835,446,34,25,43,6,281,0,0,"Block Group 1, Census Tract 5538.01, Los Angeles County, California",CA,null,null,553801
15000US060375538012,150,150,6,37,2,988,988,147,233,0,83,66,459,0,0,"Block Group 2, Census Tract 5538.01, Los Angeles County, California",CA,null,null,553801
15000US060375538013,150,150,6,37,3,2467,2467,1097,557,0,41,0,705,67,0,"Block Group 3, Census Tract 5538.01, Los Angeles County, California",CA,null,null,553801
15000US060375538021,150,150,6,37,1,1414,1414,420,293,12,54,28,607,0,0,"Block Group 1, Census Tract 5538.02, Los Angeles County, California",CA,null,null,553802
15000US060375538022,150,150,6,37,2,2225,2225,809,246,28,157,0,949,36,0,"Block Group 2, Census Tract 5538.02, Los Angeles County, California",CA,null,null,553802
15000US060375538023,150,150,6,37,3,2721,2721,954,355,0,142,11,1201,58,0,"Block Group 3, Census Tract 5538.02, Los Angeles County, California",CA,null,null,553802
15000US060375539011,150,150,6,37,1,2054,2054,935,107,0,73,0,882,57,0,"Block Group 1, Census Tract 5539.01, Los Angeles County, California",CA,null,null,553901
15000US060375539012,150,150,6,37,2,1860,1860,482,149,0,295,0,868,66,0,"Block Group 2, Census Tract 5539.01, Los Angeles County, California",CA,null,null,553901
15000US060375539013,150,150,6,37,3,1973,1973,798,185,0,88,10,777,115,0,"Block Group 3, Census Tract 5539.01, Los Angeles County, California",CA,null,null,553901
15000US060375539014,150,150,6,37,4,913,913,574,0,45,15,0,249,30,0,"Block Group 4, Census Tract 5539.01, Los Angeles County, California",CA,null,null,553901
15000US060375539021,150,150,6,37,1,2019,2019,750,189,0,6,72,977,25,0,"Block Group 1, Census Tract 5539.02, Los Angeles County, California",CA,null,null,553902
15000US060375539022,150,150,6,37,2,1614,1614,427,204,0,62,18,816,87,0,"Block Group 2, Census Tract 5539.02, Los Angeles County, California",CA,null,null,553902
15000US060375539023,150,150,6,37,3,2153,2153,542,197,0,108,0,1281,25,0,"Block Group 3, Census Tract 5539.02, Los Angeles County, California",CA,null,null,553902
15000US060375540011,150,150,6,37,1,1216,1216,586,16,0,191,0,396,27,0,"Block Group 1, Census Tract 5540.01, Los Angeles County, California",CA,null,null,554001
15000US060375540012,150,150,6,37,2,1684,1684,420,23,0,305,0,877,59,0,"Block Group 2, Census Tract 5540.01, Los Angeles County, California",CA,null,null,554001
15000US060375540013,150,150,6,37,3,740,740,202,125,0,0,0,352,61,0,"Block Group 3, Census Tract 5540.01, Los Angeles County, California",CA,null,null,554001
15000US060375540014,150,150,6,37,4,524,524,376,35,0,102,0,0,11,0,"Block Group 4, Census Tract 5540.01, Los Angeles County, California",CA,null,null,554001
15000US060375540021,150,150,6,37,1,1740,1740,738,49,0,389,0,527,37,0,"Block Group 1, Census Tract 5540.02, Los Angeles County, California",CA,null,null,554002
15000US060375540022,150,150,6,37,2,2102,2102,898,319,0,169,0,662,54,0,"Block Group 2, Census Tract 5540.02, Los Angeles County, California",CA,null,null,554002
15000US060375540023,150,150,6,37,3,1564,1564,324,99,26,104,76,918,17,0,"Block Group 3, Census Tract 5540.02, Los Angeles County, California",CA,null,null,554002
15000US060375541011,150,150,6,37,1,914,914,380,20,21,67,0,391,35,0,"Block Group 1, Census Tract 5541.01, Los Angeles County, California",CA,null,null,554101
15000US060375541012,150,150,6,37,2,3062,3062,1293,31,19,343,0,1330,46,0,"Block Group 2, Census Tract 5541.01, Los Angeles County, California",CA,null,null,554101
15000US060375541031,150,150,6,37,1,1646,1646,445,209,0,90,0,767,135,0,"Block Group 1, Census Tract 5541.03, Los Angeles County, California",CA,null,null,554103
15000US060375541041,150,150,6,37,1,808,808,666,71,0,71,0,0,0,0,"Block Group 1, Census Tract 5541.04, Los Angeles County, California",CA,null,null,554104
15000US060375541042,150,150,6,37,2,1471,1471,875,258,0,115,0,219,4,0,"Block Group 2, Census Tract 5541.04, Los Angeles County, California",CA,null,null,554104
15000US060375541051,150,150,6,37,1,2495,2495,916,974,1,203,0,375,26,0,"Block Group 1, Census Tract 5541.05, Los Angeles County, California",CA,null,null,554105
15000US060375541052,150,150,6,37,2,1943,1943,733,243,42,126,0,771,28,0,"Block Group 2, Census Tract 5541.05, Los Angeles County, California",CA,null,null,554105
15000US060375542011,150,150,6,37,1,950,950,500,122,29,60,0,203,36,0,"Block Group 1, Census Tract 5542.01, Los Angeles County, California",CA,null,null,554201
15000US060375542012,150,150,6,37,2,1028,1028,670,61,0,58,0,206,33,0,"Block Group 2, Census Tract 5542.01, Los Angeles County, California",CA,null,null,554201
15000US060375542013,150,150,6,37,3,1661,1661,521,397,0,322,106,284,31,0,"Block Group 3, Census Tract 5542.01, Los Angeles County, California",CA,null,null,554201
15000US060375542031,150,150,6,37,1,670,670,485,142,0,15,0,0,28,0,"Block Group 1, Census Tract 5542.03, Los Angeles County, California",CA,null,null,554203
15000US060375542032,150,150,6,37,2,2050,2050,899,252,0,150,0,715,34,0,"Block Group 2, Census Tract 5542.03, Los Angeles County, California",CA,null,null,554203
15000US060375542033,150,150,6,37,3,985,985,585,58,41,107,0,194,0,0,"Block Group 3, Census Tract 5542.03, Los Angeles County, California",CA,null,null,554203
15000US060375542041,150,150,6,37,1,285,285,202,37,0,0,0,0,46,0,"Block Group 1, Census Tract 5542.04, Los Angeles County, California",CA,null,null,554204
15000US060375542042,150,150,6,37,2,1787,1787,639,381,127,103,0,440,97,0,"Block Group 2, Census Tract 5542.04, Los Angeles County, California",CA,null,null,554204
15000US060375542043,150,150,6,37,3,2185,2185,888,347,14,278,0,574,84,0,"Block Group 3, Census Tract 5542.04, Los Angeles County, California",CA,null,null,554204
15000US060375543011,150,150,6,37,1,1653,1653,787,100,0,144,0,596,26,0,"Block Group 1, Census Tract 5543.01, Los Angeles County, California",CA,null,null,554301
15000US060375543012,150,150,6,37,2,1352,1352,425,464,0,0,0,394,69,0,"Block Group 2, Census Tract 5543.01, Los Angeles County, California",CA,null,null,554301
15000US060375543013,150,150,6,37,3,779,779,131,185,0,147,0,316,0,0,"Block Group 3, Census Tract 5543.01, Los Angeles County, California",CA,null,null,554301
15000US060375543021,150,150,6,37,1,2277,2277,707,502,0,164,0,716,188,0,"Block Group 1, Census Tract 5543.02, Los Angeles County, California",CA,null,null,554302
15000US060375543022,150,150,6,37,2,1642,1642,172,387,12,94,0,977,0,0,"Block Group 2, Census Tract 5543.02, Los Angeles County, California",CA,null,null,554302
15000US060375544031,150,150,6,37,1,2834,2834,632,459,36,410,0,1199,98,0,"Block Group 1, Census Tract 5544.03, Los Angeles County, California",CA,null,null,554403
15000US060375544032,150,150,6,37,2,2978,2978,806,475,46,528,0,944,179,0,"Block Group 2, Census Tract 5544.03, Los Angeles County, California",CA,null,null,554403
15000US060375544041,150,150,6,37,1,1798,1798,466,360,28,145,0,678,121,0,"Block Group 1, Census Tract 5544.04, Los Angeles County, California",CA,null,null,554404
15000US060375544042,150,150,6,37,2,2569,2569,638,579,0,495,0,779,78,0,"Block Group 2, Census Tract 5544.04, Los Angeles County, California",CA,null,null,554404
15000US060375544051,150,150,6,37,1,921,921,674,84,29,40,5,51,38,0,"Block Group 1, Census Tract 5544.05, Los Angeles County, California",CA,null,null,554405
15000US060375544052,150,150,6,37,2,2243,2243,710,742,14,229,19,443,86,0,"Block Group 2, Census Tract 5544.05, Los Angeles County, California",CA,null,null,554405
15000US060375544061,150,150,6,37,1,1874,1874,1076,379,0,241,0,158,20,0,"Block Group 1, Census Tract 5544.06, Los Angeles County, California",CA,null,null,554406
15000US060375544062,150,150,6,37,2,847,847,373,39,0,24,0,369,42,0,"Block Group 2, Census Tract 5544.06, Los Angeles County, California",CA,null,null,554406
15000US060375544063,150,150,6,37,3,2133,2133,914,252,0,642,0,264,61,0,"Block Group 3, Census Tract 5544.06, Los Angeles County, California",CA,null,null,554406
15000US060375545111,150,150,6,37,1,3137,3137,716,263,14,1948,0,0,196,0,"Block Group 1, Census Tract 5545.11, Los Angeles County, California",CA,null,null,554511
15000US060375545112,150,150,6,37,2,947,947,90,10,0,807,0,17,23,0,"Block Group 2, Census Tract 5545.11, Los Angeles County, California",CA,null,null,554511
15000US060375545121,150,150,6,37,1,3373,3373,651,64,0,2490,0,126,42,0,"Block Group 1, Census Tract 5545.12, Los Angeles County, California",CA,null,null,554512
15000US060375545122,150,150,6,37,2,2558,2558,509,204,9,1580,0,224,32,0,"Block Group 2, Census Tract 5545.12, Los Angeles County, California",CA,null,null,554512
15000US060375545131,150,150,6,37,1,2849,2849,450,290,31,1718,0,220,140,0,"Block Group 1, Census Tract 5545.13, Los Angeles County, California",CA,null,null,554513
15000US060375545141,150,150,6,37,1,1655,1655,555,184,0,767,0,61,88,0,"Block Group 1, Census Tract 5545.14, Los Angeles County, California",CA,null,null,554514
15000US060375545142,150,150,6,37,2,1166,1166,214,245,0,607,84,0,16,0,"Block Group 2, Census Tract 5545.14, Los Angeles County, California",CA,null,null,554514
15000US060375545143,150,150,6,37,3,1692,1692,328,2,42,1125,60,30,105,0,"Block Group 3, Census Tract 5545.14, Los Angeles County, California",CA,null,null,554514
15000US060375545151,150,150,6,37,1,1264,1264,339,170,11,640,0,20,84,0,"Block Group 1, Census Tract 5545.15, Los Angeles County, California",CA,null,null,554515
15000US060375545152,150,150,6,37,2,2387,2387,606,80,0,1462,0,54,185,0,"Block Group 2, Census Tract 5545.15, Los Angeles County, California",CA,null,null,554515
15000US060375545161,150,150,6,37,1,1914,1914,540,171,5,1139,0,47,12,0,"Block Group 1, Census Tract 5545.16, Los Angeles County, California",CA,null,null,554516
15000US060375545162,150,150,6,37,2,1868,1868,287,173,0,1230,0,96,82,0,"Block Group 2, Census Tract 5545.16, Los Angeles County, California",CA,null,null,554516
15000US060375545171,150,150,6,37,1,2940,2940,396,168,0,2244,0,23,109,0,"Block Group 1, Census Tract 5545.17, Los Angeles County, California",CA,null,null,554517
15000US060375545172,150,150,6,37,2,1881,1881,376,13,10,1384,0,17,81,0,"Block Group 2, Census Tract 5545.17, Los Angeles County, California",CA,null,null,554517
15000US060375545181,150,150,6,37,1,1235,1235,211,11,0,922,0,32,59,0,"Block Group 1, Census Tract 5545.18, Los Angeles County, California",CA,null,null,554518
15000US060375545182,150,150,6,37,2,2310,2310,658,151,12,1406,0,12,71,0,"Block Group 2, Census Tract 5545.18, Los Angeles County, California",CA,null,null,554518
15000US060375545183,150,150,6,37,3,1805,1805,314,197,0,1104,0,190,0,0,"Block Group 3, Census Tract 5545.18, Los Angeles County, California",CA,null,null,554518
15000US060375545191,150,150,6,37,1,1370,1370,406,35,0,697,31,146,55,0,"Block Group 1, Census Tract 5545.19, Los Angeles County, California",CA,null,null,554519
15000US060375545192,150,150,6,37,2,2040,2040,424,102,0,1474,0,8,32,0,"Block Group 2, Census Tract 5545.19, Los Angeles County, California",CA,null,null,554519
15000US060375545211,150,150,6,37,1,2634,2634,1069,361,0,1004,0,78,122,0,"Block Group 1, Census Tract 5545.21, Los Angeles County, California",CA,null,null,554521
15000US060375545212,150,150,6,37,2,1547,1547,462,234,9,710,0,39,93,0,"Block Group 2, Census Tract 5545.21, Los Angeles County, California",CA,null,null,554521
15000US060375545213,150,150,6,37,3,1522,1522,568,45,0,812,0,9,88,0,"Block Group 3, Census Tract 5545.21, Los Angeles County, California",CA,null,null,554521
15000US060375545221,150,150,6,37,1,1096,1096,507,98,8,332,0,71,80,0,"Block Group 1, Census Tract 5545.22, Los Angeles County, California",CA,null,null,554522
15000US060375545222,150,150,6,37,2,2164,2164,420,130,8,1270,0,286,50,0,"Block Group 2, Census Tract 5545.22, Los Angeles County, California",CA,null,null,554522
15000US060375545223,150,150,6,37,3,1991,1991,331,226,0,1209,0,185,40,0,"Block Group 3, Census Tract 5545.22, Los Angeles County, California",CA,null,null,554522
15000US060375546001,150,150,6,37,1,2623,2623,954,51,16,762,0,831,9,0,"Block Group 1, Census Tract 5546, Los Angeles County, California",CA,null,null,554600
15000US060375546002,150,150,6,37,2,1697,1697,887,36,0,449,0,310,15,0,"Block Group 2, Census Tract 5546, Los Angeles County, California",CA,null,null,554600
15000US060375547001,150,150,6,37,1,1498,1498,701,96,0,139,0,457,105,0,"Block Group 1, Census Tract 5547, Los Angeles County, California",CA,null,null,554700
15000US060375547002,150,150,6,37,2,2214,2214,861,31,0,275,10,1007,30,0,"Block Group 2, Census Tract 5547, Los Angeles County, California",CA,null,null,554700
15000US060375547003,150,150,6,37,3,1360,1360,829,26,0,146,0,271,88,0,"Block Group 3, Census Tract 5547, Los Angeles County, California",CA,null,null,554700
15000US060375548011,150,150,6,37,1,2526,2526,1140,0,0,169,0,1184,33,0,"Block Group 1, Census Tract 5548.01, Los Angeles County, California",CA,null,null,554801
15000US060375548012,150,150,6,37,2,837,837,300,78,0,149,0,277,33,0,"Block Group 2, Census Tract 5548.01, Los Angeles County, California",CA,null,null,554801
15000US060375548021,150,150,6,37,1,3080,3080,1121,200,74,1057,0,394,234,0,"Block Group 1, Census Tract 5548.02, Los Angeles County, California",CA,null,null,554802
15000US060375548022,150,150,6,37,2,2004,2004,494,120,5,1172,0,162,51,0,"Block Group 2, Census Tract 5548.02, Los Angeles County, California",CA,null,null,554802
15000US060375548023,150,150,6,37,3,1367,1367,698,104,0,526,0,27,12,0,"Block Group 3, Census Tract 5548.02, Los Angeles County, California",CA,null,null,554802
15000US060375549001,150,150,6,37,1,1661,1661,875,45,0,666,0,31,44,0,"Block Group 1, Census Tract 5549, Los Angeles County, California",CA,null,null,554900
15000US060375549002,150,150,6,37,2,983,983,575,0,0,203,0,194,11,0,"Block Group 2, Census Tract 5549, Los Angeles County, California",CA,null,null,554900
15000US060375549003,150,150,6,37,3,633,633,152,0,0,464,0,17,0,0,"Block Group 3, Census Tract 5549, Los Angeles County, California",CA,null,null,554900
15000US060375549004,150,150,6,37,4,2624,2624,744,147,0,1496,0,138,99,0,"Block Group 4, Census Tract 5549, Los Angeles County, California",CA,null,null,554900
15000US060375549005,150,150,6,37,5,890,890,368,0,30,252,0,192,48,0,"Block Group 5, Census Tract 5549, Los Angeles County, California",CA,null,null,554900
15000US060375550011,150,150,6,37,1,1317,1317,573,154,0,159,0,281,150,0,"Block Group 1, Census Tract 5550.01, Los Angeles County, California",CA,null,null,555001
15000US060375550012,150,150,6,37,2,1040,1040,367,70,0,404,0,174,25,0,"Block Group 2, Census Tract 5550.01, Los Angeles County, California",CA,null,null,555001
15000US060375550013,150,150,6,37,3,1114,1114,410,52,0,246,0,170,236,0,"Block Group 3, Census Tract 5550.01, Los Angeles County, California",CA,null,null,555001
15000US060375550014,150,150,6,37,4,1983,1983,802,101,0,680,0,400,0,0,"Block Group 4, Census Tract 5550.01, Los Angeles County, California",CA,null,null,555001
15000US060375550021,150,150,6,37,1,1236,1236,506,192,0,152,0,361,25,0,"Block Group 1, Census Tract 5550.02, Los Angeles County, California",CA,null,null,555002
15000US060375550022,150,150,6,37,2,2110,2110,1303,202,7,376,0,132,90,0,"Block Group 2, Census Tract 5550.02, Los Angeles County, California",CA,null,null,555002
15000US060375551021,150,150,6,37,1,4447,4447,1017,310,38,1114,0,1786,182,0,"Block Group 1, Census Tract 5551.02, Los Angeles County, California",CA,null,null,555102
15000US060375551022,150,150,6,37,2,2713,2713,1282,413,51,702,0,164,101,0,"Block Group 2, Census Tract 5551.02, Los Angeles County, California",CA,null,null,555102
15000US060375551031,150,150,6,37,1,2493,2493,631,295,11,801,26,510,219,0,"Block Group 1, Census Tract 5551.03, Los Angeles County, California",CA,null,null,555103
15000US060375551032,150,150,6,37,2,2224,2224,563,150,0,1093,0,250,168,0,"Block Group 2, Census Tract 5551.03, Los Angeles County, California",CA,null,null,555103
15000US060375551041,150,150,6,37,1,2640,2640,1029,51,0,1346,8,100,106,0,"Block Group 1, Census Tract 5551.04, Los Angeles County, California",CA,null,null,555104
15000US060375551042,150,150,6,37,2,1518,1518,809,110,6,221,37,250,85,0,"Block Group 2, Census Tract 5551.04, Los Angeles County, California",CA,null,null,555104
