GEOID,SUMLEVEL,ST,COUNTY,BLKGRP,Total,Male,MaleUnder5Yrs,Male5to9Yrs,Male10to14Yrs,Male15to17Yrs,Male18to19Yrs,Male20Yrs,Male21Yrs,Male22to24Yrs,Male25to29Yrs,Male30to34Yrs,Male35to39Yrs,Male40to44Yrs,Male45to49Yrs,Male50to54Yrs,Male55to59Yrs,Male60to61Yrs,Male62to64Yrs,Male65to66Yrs,Male67to69Yrs,Male70to74Yrs,Male75to79Yrs,Male80to84Yrs,Male85YrsOrOver,Female,FemaleUnder5Yrs,Female5to9Yrs,Female10to14Yrs,Female15to17Yrs,Female18to19Yrs,Female20Yrs,Female21Yrs,Female22to24Yrs,Female25to29Yrs,Female30to34Yrs,Female35to39Yrs,Female40to44Yrs,Female45to49Yrs,Female50to54Yrs,Female55to59Yrs,Female60to61Yrs,Female62to64Yrs,Female65to66Yrs,Female67to69Yrs,Female70to74Yrs,Female75to79Yrs,Female80to84Yrs,Female85YrsOrOver,COMPONENT,TRACT
15000US060371021072,150,6,37,2,1244,673,0,0,0,0,72,13,0,30,59,59,53,24,46,52,64,35,35,25,55,1,10,19,21,571,0,0,0,0,23,24,29,19,56,7,0,0,59,35,12,0,24,60,8,3,34,70,108,0,102107
15000US060371031011,150,6,37,1,1778,1009,51,33,72,13,17,17,5,57,112,111,40,109,55,64,98,21,49,9,13,10,42,11,0,769,32,11,69,15,13,8,4,10,83,59,41,55,72,135,70,19,20,0,0,15,13,6,19,0,103101
15000US060371031012,150,6,37,2,1008,521,24,55,40,0,23,0,30,12,7,16,42,37,66,23,64,8,9,0,11,20,4,13,17,487,22,18,0,0,0,18,27,33,37,0,30,27,64,11,41,32,9,7,11,25,43,16,16,0,103101
15000US060371031021,150,6,37,1,1309,641,25,61,26,14,40,0,0,47,45,84,0,27,13,25,47,56,79,0,32,9,0,11,0,668,0,35,0,44,0,12,0,0,167,44,23,54,25,42,129,29,15,8,0,0,24,17,0,0,103102
15000US060371031022,150,6,37,2,781,297,26,28,0,10,0,0,16,0,0,52,12,41,40,10,34,0,20,0,0,0,0,8,0,484,46,0,18,32,65,11,0,46,56,9,40,62,11,49,13,0,9,0,0,0,0,0,17,0,103102
15000US060371031023,150,6,37,3,1299,515,74,25,8,10,0,0,10,0,102,58,3,0,76,20,89,7,0,0,7,0,13,0,13,784,26,5,76,90,0,0,0,33,63,73,27,17,21,122,41,34,28,16,15,67,0,0,30,0,103102
15000US060371031024,150,6,37,4,743,300,13,6,27,64,0,0,0,0,37,11,43,16,25,7,10,0,0,8,0,4,12,8,9,443,29,11,0,8,0,0,39,28,100,0,43,9,24,55,0,27,12,8,0,13,0,14,23,0,103102
15000US060371031025,150,6,37,5,982,504,9,9,9,11,0,0,22,32,11,112,70,17,30,61,27,17,29,7,8,0,16,7,0,478,31,12,0,26,0,0,0,30,11,64,47,63,0,54,29,26,9,24,0,7,20,17,8,0,103102
15000US060371032001,150,6,37,1,2107,1066,28,22,1,104,30,0,0,33,95,15,43,82,107,207,115,69,22,13,0,11,9,0,60,1041,42,108,31,79,8,0,13,50,38,75,27,68,88,111,121,0,0,9,0,23,97,7,46,0,103200
15000US060371032002,150,6,37,2,2074,1173,44,25,48,52,41,0,0,94,34,46,169,136,45,44,127,24,104,7,30,48,44,11,0,901,13,34,17,52,0,0,0,0,55,77,46,44,60,66,99,105,55,30,22,80,46,0,0,0,103200
15000US060371032003,150,6,37,3,1852,943,74,25,32,24,0,5,24,7,45,41,30,30,138,106,59,32,59,0,53,57,33,48,21,909,41,23,0,20,0,27,0,55,95,26,19,81,88,53,170,0,44,0,81,13,26,18,29,0,103200
15000US060371033001,150,6,37,1,1620,808,12,0,48,36,6,0,14,62,37,38,62,59,92,94,75,0,20,46,20,71,7,0,9,812,21,9,16,22,18,0,15,25,8,91,90,48,69,61,89,82,31,10,26,63,6,9,3,0,103300
15000US060371033002,150,6,37,2,1629,934,36,64,95,16,20,17,12,23,21,49,21,83,106,12,104,10,48,44,15,16,36,29,57,695,37,0,43,16,0,0,0,0,51,98,55,52,75,51,93,39,31,10,9,8,16,0,11,0,103300
15000US060371034001,150,6,37,1,1388,750,82,129,0,0,0,0,0,35,38,75,50,82,78,17,45,0,53,41,15,10,0,0,0,638,114,10,0,30,0,0,0,0,55,46,140,18,60,30,39,17,16,0,21,0,4,38,0,0,103400
15000US060371034002,150,6,37,2,988,594,5,53,46,49,0,56,23,0,62,0,44,5,113,48,19,18,5,35,0,0,9,4,0,394,0,13,5,13,55,0,0,0,0,0,79,32,30,60,32,15,0,0,13,13,12,0,22,0,103400
15000US060371034003,150,6,37,3,484,229,0,0,2,2,0,0,0,49,0,0,45,0,17,0,94,10,0,0,10,0,0,0,0,255,0,49,17,0,0,0,0,0,13,0,3,0,17,8,75,20,0,9,0,13,0,14,17,0,103400
15000US060371034004,150,6,37,4,1185,518,27,29,19,0,0,22,0,22,12,47,20,37,16,62,37,34,57,9,41,11,16,0,0,667,17,36,0,0,20,60,0,0,101,101,3,0,90,86,32,34,16,27,38,0,0,0,6,0,103400
15000US060371034005,150,6,37,5,2652,1278,51,13,56,0,32,108,61,51,107,164,36,42,117,176,63,85,56,10,0,50,0,0,0,1374,51,124,0,35,0,68,56,77,87,48,93,46,273,142,39,35,49,55,10,31,46,0,9,0,103400
15000US060371041031,150,6,37,1,2170,959,21,90,61,61,42,16,23,52,41,94,53,36,109,23,67,37,11,38,30,6,19,9,20,1211,109,91,64,109,53,61,0,46,25,122,99,69,82,23,61,16,46,22,31,13,24,39,6,0,104103
15000US060371041032,150,6,37,2,1403,716,16,40,81,14,64,10,4,18,53,46,60,65,66,65,33,34,3,4,10,21,9,0,0,687,48,65,63,41,37,7,4,18,0,69,54,70,29,49,7,16,27,12,11,11,39,10,0,0,104103
15000US060371041051,150,6,37,1,1593,734,62,81,47,9,6,2,0,18,105,72,28,64,80,80,0,23,36,0,10,0,0,11,0,859,30,21,161,38,11,18,0,18,24,38,29,73,166,82,36,11,24,33,10,14,8,0,14,0,104105
15000US060371041052,150,6,37,2,4078,1871,173,247,216,135,130,51,21,62,172,101,31,90,111,17,112,64,34,0,11,55,11,22,5,2207,230,107,212,128,53,69,56,149,247,173,71,186,108,95,90,26,22,55,17,34,46,20,13,0,104105
15000US060371041081,150,6,37,1,2239,1080,133,25,40,48,64,32,53,19,72,77,65,137,48,72,96,28,18,0,0,25,28,0,0,1159,149,103,100,21,19,0,58,118,75,51,161,50,40,61,48,21,0,0,14,10,49,0,11,0,104108
15000US060371041082,150,6,37,2,2169,1095,86,86,48,24,15,15,39,73,111,149,123,87,60,42,25,10,0,0,0,10,45,38,9,1074,157,169,83,39,26,10,0,76,93,36,43,90,35,20,7,0,29,10,0,59,45,39,8,0,104108
15000US060371041083,150,6,37,3,987,550,41,38,41,67,25,0,10,35,21,84,31,52,9,22,30,0,0,11,0,12,21,0,0,437,23,42,8,24,44,0,10,17,29,7,48,10,13,37,25,31,21,0,21,12,0,0,15,0,104108
15000US060371041241,150,6,37,1,1783,965,58,59,76,29,14,23,11,23,40,59,41,159,41,102,74,0,17,33,32,18,31,25,0,818,58,56,18,17,6,0,0,103,71,82,65,15,52,92,37,19,27,0,48,3,20,7,22,0,104124
15000US060371041242,150,6,37,2,1949,942,37,65,82,58,30,0,15,23,38,25,84,90,75,43,60,16,20,31,60,56,26,8,0,1007,27,58,55,92,22,12,4,16,0,41,131,92,11,127,77,11,56,27,30,44,44,22,8,0,104124
15000US060371041243,150,6,37,3,546,327,0,17,43,0,0,15,15,0,0,10,10,23,42,58,23,12,13,0,0,28,18,0,0,219,10,0,0,26,0,0,0,26,11,19,11,0,10,52,0,0,31,14,9,0,0,0,0,0,104124
15000US060371042011,150,6,37,1,1372,657,71,30,44,0,17,18,27,80,48,40,50,40,37,13,51,17,0,0,8,26,0,32,8,715,33,69,64,18,60,33,5,15,85,66,19,33,33,55,43,6,10,0,0,17,32,9,10,0,104201
15000US060371042012,150,6,37,2,2327,1248,164,89,111,51,49,0,6,103,127,93,55,177,106,21,40,0,9,0,21,0,8,18,0,1079,88,116,50,70,47,24,21,77,67,149,53,62,92,56,28,9,0,10,15,16,29,0,0,0,104201
15000US060371042013,150,6,37,3,998,475,48,22,47,10,22,0,35,26,7,48,18,13,37,25,117,0,0,0,0,0,0,0,0,523,20,17,66,47,4,25,6,23,45,12,24,27,26,68,40,19,6,6,0,4,29,0,9,0,104201
15000US060371042031,150,6,37,1,2508,1256,122,169,79,62,31,35,16,69,98,166,48,75,107,31,71,0,0,9,0,20,36,12,0,1252,160,133,53,82,56,15,10,70,80,146,21,77,55,78,44,24,0,0,0,67,0,73,8,0,104203
15000US060371042032,150,6,37,2,2104,1081,104,110,56,16,41,0,10,85,153,119,18,99,69,69,62,0,20,9,27,14,0,0,0,1023,74,60,83,127,0,0,56,106,69,91,36,90,42,59,54,0,9,0,21,0,34,0,12,0,104203
15000US060371042041,150,6,37,1,1593,895,80,97,65,44,0,60,0,9,42,8,104,43,124,63,48,26,11,17,19,7,23,5,0,698,46,29,57,11,42,0,3,36,61,60,53,82,11,43,48,11,8,14,0,45,5,6,27,0,104204
15000US060371042042,150,6,37,2,2035,1079,61,106,90,51,43,19,28,25,86,161,134,22,84,76,21,15,4,14,0,0,22,17,0,956,77,85,70,29,5,0,34,91,46,77,99,57,84,86,14,28,35,22,0,0,9,8,0,0,104204
15000US060371043101,150,6,37,1,1420,685,76,17,26,44,20,0,5,19,81,108,15,67,21,72,56,31,5,8,0,8,6,0,0,735,51,61,77,0,25,11,0,28,71,106,24,18,89,64,12,17,19,0,4,14,17,24,3,0,104310
15000US060371043102,150,6,37,2,1756,926,56,85,77,34,35,32,38,38,81,38,71,78,77,76,13,0,12,4,41,10,12,0,18,830,14,70,58,39,95,19,0,86,43,22,38,56,106,62,23,14,23,16,5,5,15,19,2,0,104310
15000US060371043103,150,6,37,3,1549,636,14,59,21,13,23,0,0,68,19,26,142,17,19,70,30,0,20,24,20,22,8,10,11,913,119,103,46,99,4,12,0,23,57,78,74,28,37,34,62,14,22,0,12,41,30,5,13,0,104310
15000US060371043201,150,6,37,1,2740,1429,70,122,141,69,38,40,47,96,51,178,193,18,133,23,112,44,21,22,0,0,11,0,0,1311,192,68,64,34,14,40,37,40,173,116,22,63,26,150,76,7,43,10,21,0,81,10,24,0,104320
15000US060371043202,150,6,37,2,1778,896,29,25,54,50,0,16,0,41,204,78,75,0,14,105,59,0,0,0,67,64,0,8,7,882,147,79,40,0,53,76,0,74,47,59,0,76,13,67,48,23,0,36,0,26,0,18,0,0,104320
15000US060371043203,150,6,37,3,534,275,8,24,35,7,0,11,0,0,22,14,15,33,27,10,25,12,0,0,32,0,0,0,0,259,0,0,24,7,10,0,27,0,9,27,23,7,12,21,33,0,41,0,7,0,0,11,0,0,104320
15000US060371043204,150,6,37,4,731,332,40,26,0,0,0,29,0,0,57,27,0,12,26,70,11,0,0,9,25,0,0,0,0,399,11,18,10,81,38,0,0,13,67,0,11,0,36,34,23,10,0,0,24,0,10,0,13,0,104320
15000US060371044011,150,6,37,1,1394,654,51,60,28,14,31,11,0,34,37,71,65,28,72,64,24,0,16,0,6,11,24,0,7,740,48,87,109,54,22,25,5,7,55,48,64,32,67,19,33,4,0,2,14,14,24,0,7,0,104401
15000US060371044012,150,6,37,2,1896,1013,63,91,104,87,39,12,0,46,30,106,35,89,42,58,102,0,20,8,13,0,68,0,0,883,13,33,137,52,18,24,19,105,82,72,32,78,18,77,57,0,0,0,0,43,23,0,0,0,104401
15000US060371044031,150,6,37,1,2042,1072,96,161,87,27,46,0,0,26,145,107,108,26,36,96,31,46,0,0,2,23,0,4,5,970,142,90,114,47,27,0,9,46,75,96,66,7,19,82,40,22,26,31,2,10,3,16,0,0,104403
15000US060371044032,150,6,37,2,1226,642,21,4,45,16,44,24,24,30,33,100,61,0,39,65,35,17,5,28,24,6,0,21,0,584,22,48,43,46,28,11,8,18,62,25,23,50,21,55,29,31,23,0,4,27,0,0,10,0,104403
15000US060371044041,150,6,37,1,925,556,55,34,35,33,51,5,0,17,127,49,33,14,19,0,10,8,12,0,34,5,15,0,0,369,13,25,4,0,32,0,13,0,53,22,31,33,0,19,18,15,14,34,19,13,11,0,0,0,104404
15000US060371044042,150,6,37,2,1866,1012,75,120,91,44,0,0,35,57,100,104,31,76,61,84,14,43,4,0,24,31,9,9,0,854,124,69,20,0,31,0,0,51,51,62,88,70,4,84,55,7,28,7,9,30,39,9,16,0,104404
15000US060371045001,150,6,37,1,725,400,81,10,13,4,0,10,0,0,102,19,9,16,31,49,13,9,0,13,4,0,4,13,0,325,19,36,39,0,0,11,0,7,69,28,18,23,8,15,15,11,13,4,0,9,0,0,0,0,104500
15000US060371045002,150,6,37,2,2345,1025,59,102,67,82,68,0,14,66,64,119,42,77,104,76,22,15,7,0,0,4,37,0,0,1320,155,123,57,53,30,39,13,132,141,117,82,168,48,50,27,6,0,10,0,29,0,0,40,0,104500
15000US060371046101,150,6,37,1,2357,1194,92,119,132,99,16,51,13,36,90,120,58,107,62,46,44,32,23,0,13,19,15,0,7,1163,122,104,77,70,26,54,41,40,99,57,50,117,66,46,53,37,13,18,0,36,0,11,26,0,104610
15000US060371046102,150,6,37,2,1197,574,62,63,32,21,25,55,0,32,66,44,37,39,38,33,3,4,4,0,0,6,5,5,0,623,49,51,29,40,5,21,15,9,67,29,44,61,60,66,20,0,10,0,15,0,27,5,0,0,104610
15000US060371046201,150,6,37,1,1084,575,26,91,41,6,48,7,21,55,41,45,30,18,24,4,15,26,34,0,12,0,31,0,0,509,7,28,45,61,3,3,0,33,14,38,57,19,5,13,61,9,34,0,15,7,29,21,7,0,104620
15000US060371046202,150,6,37,2,2318,1180,115,64,86,110,65,14,12,14,37,95,74,203,89,28,42,14,18,41,10,11,21,7,10,1138,83,72,100,88,44,22,29,51,62,23,139,88,52,59,50,17,12,22,48,57,0,20,0,0,104620
15000US060371047011,150,6,37,1,1281,664,51,55,75,45,25,0,20,25,100,41,35,11,30,10,63,10,41,8,0,0,0,14,5,617,66,84,46,0,15,13,0,75,54,75,0,32,41,17,41,12,8,10,0,19,4,0,5,0,104701
15000US060371047012,150,6,37,2,1854,835,131,167,90,66,64,19,0,48,17,24,7,48,49,40,10,19,0,0,14,0,22,0,0,1019,136,51,121,106,42,15,41,25,56,45,53,117,16,73,37,0,1,13,0,13,55,1,2,0,104701
15000US060371047013,150,6,37,3,973,401,11,49,53,35,14,6,34,25,0,14,57,0,30,22,0,0,0,5,46,0,0,0,0,572,80,10,43,79,44,13,0,16,33,35,37,54,38,50,0,0,0,0,0,35,0,0,5,0,104701
15000US060371047031,150,6,37,1,1138,582,120,0,46,7,44,0,53,24,88,55,70,52,5,0,0,14,0,4,0,0,0,0,0,556,63,108,6,48,57,41,0,9,98,67,13,11,24,0,0,0,0,0,7,0,0,0,4,0,104703
15000US060371047032,150,6,37,2,962,446,23,13,18,21,17,6,0,50,37,52,31,45,13,74,5,26,5,0,10,0,0,0,0,516,49,33,11,43,0,6,5,56,41,47,6,34,50,46,29,0,10,5,10,5,13,17,0,0,104703
15000US060371047041,150,6,37,1,4095,2124,208,193,177,110,64,0,60,98,131,192,224,156,138,108,67,50,16,20,56,29,0,27,0,1971,228,157,106,112,103,8,22,80,252,112,124,191,148,110,63,16,24,0,37,63,8,0,7,0,104704
15000US060371048101,150,6,37,1,1531,825,164,45,55,30,0,55,0,82,119,26,51,31,87,32,0,0,0,0,0,6,6,5,31,706,63,34,33,30,0,0,0,0,113,60,116,26,1,55,31,32,0,23,14,0,59,16,0,0,104810
15000US060371048102,150,6,37,2,1200,517,62,25,109,9,19,0,0,16,46,56,11,12,23,8,0,33,40,0,5,30,6,0,7,683,113,155,5,72,5,0,0,15,45,46,30,8,22,16,85,5,14,6,10,8,0,23,0,0,104810
15000US060371048103,150,6,37,3,2519,1218,71,88,70,132,57,22,95,38,24,97,120,99,73,104,41,0,30,1,34,0,6,16,0,1301,90,187,83,54,50,61,9,0,46,134,42,89,97,109,126,10,24,11,9,19,31,19,1,0,104810
15000US060371048211,150,6,37,1,2481,1283,57,109,74,53,56,14,67,109,118,179,48,111,50,78,19,5,26,24,32,20,5,17,12,1198,108,97,73,63,30,6,12,67,84,82,89,99,86,95,56,5,20,44,25,17,18,15,7,0,104821
15000US060371048212,150,6,37,2,939,454,40,67,0,39,34,0,29,52,33,0,0,24,40,49,26,5,0,0,5,0,5,6,0,485,69,7,45,6,12,42,34,14,51,0,26,38,48,32,0,8,0,31,6,0,16,0,0,0,104821
15000US060371048221,150,6,37,1,2031,1025,30,105,135,27,49,14,3,18,37,46,96,109,155,98,54,0,0,13,0,15,10,0,11,1006,28,84,100,178,15,13,48,25,10,62,58,111,118,37,10,0,25,10,21,0,32,0,21,0,104822
15000US060371060101,150,6,37,1,2636,1366,8,129,66,78,146,4,31,34,81,38,72,145,53,204,61,31,47,13,27,33,14,26,25,1270,26,73,126,35,0,26,24,60,83,71,130,105,105,64,82,42,61,12,15,64,30,30,6,0,106010
15000US060371060201,150,6,37,1,3012,1459,180,100,115,59,36,0,39,46,84,147,161,73,46,43,73,73,35,25,44,9,44,27,0,1553,166,142,112,55,31,22,9,67,129,141,116,142,19,139,47,15,16,40,28,71,0,25,21,0,106020
15000US060371060202,150,6,37,2,2900,1478,154,65,33,113,84,0,9,88,93,32,109,99,121,89,123,26,40,11,44,90,23,32,0,1422,33,165,72,31,81,57,28,0,125,75,104,111,77,84,86,39,51,14,31,57,29,54,18,0,106020
15000US060371061111,150,6,37,1,1862,1055,21,79,130,89,0,45,0,15,42,30,25,63,130,115,106,25,0,6,7,29,49,49,0,807,26,69,17,40,22,0,6,15,9,43,12,112,82,81,65,5,37,16,45,25,66,14,0,0,106111
15000US060371061112,150,6,37,2,2484,1305,58,88,188,84,31,10,9,48,132,36,52,124,75,105,100,9,34,20,44,50,4,4,0,1179,39,13,64,77,35,39,65,67,58,53,68,134,122,64,68,13,38,77,36,19,0,2,28,0,106111
15000US060371061121,150,6,37,1,2259,1137,64,48,95,63,37,0,97,57,24,114,44,167,70,128,47,0,65,17,0,0,0,0,0,1122,18,56,139,114,22,0,16,105,17,56,92,79,120,72,46,45,23,9,0,67,16,10,0,0,106112
15000US060371061122,150,6,37,2,3563,1720,147,118,122,127,95,6,33,71,106,71,191,96,119,83,101,10,65,28,16,32,39,16,28,1843,43,219,116,155,24,23,6,17,82,134,194,154,88,141,75,12,43,40,27,52,29,110,59,0,106112
15000US060371061131,150,6,37,1,1765,862,9,40,101,79,7,18,0,48,123,61,35,21,51,104,58,4,15,21,19,16,2,11,19,903,85,67,24,30,61,0,49,20,76,28,61,64,109,83,33,10,11,0,15,28,14,2,33,0,106113
15000US060371061132,150,6,37,2,1866,920,88,121,73,35,26,0,0,9,90,36,101,51,41,89,88,7,13,7,0,11,13,10,11,946,15,137,43,30,27,24,20,56,150,38,36,50,57,139,3,7,11,3,0,53,46,1,0,0,106113
15000US060371061141,150,6,37,1,4085,2002,207,183,196,100,62,52,49,72,108,174,220,161,91,73,65,11,29,36,1,84,0,28,0,2083,146,127,230,68,42,45,51,84,128,189,144,153,112,164,99,74,25,38,77,27,24,27,9,0,106114
15000US060371061142,150,6,37,2,1477,768,87,56,23,33,22,11,0,81,176,76,17,33,7,97,6,0,23,20,0,0,0,0,0,709,45,62,72,13,24,0,14,37,101,76,8,37,59,102,44,0,15,0,0,0,0,0,0,0,106114
15000US060371064031,150,6,37,1,865,381,20,35,9,5,34,10,22,8,14,0,5,44,35,51,27,14,19,0,11,10,8,0,0,484,9,25,40,48,13,0,0,8,5,26,43,82,21,9,46,0,48,12,2,0,7,6,34,0,106403
15000US060371064032,150,6,37,2,1324,600,35,71,24,63,0,17,32,10,48,21,23,50,74,15,49,4,0,0,40,0,9,8,7,724,6,119,106,9,0,0,8,52,17,73,58,52,35,41,66,11,9,0,27,0,8,18,9,0,106403
15000US060371064033,150,6,37,3,959,467,16,25,16,25,6,14,0,9,104,10,44,39,51,31,37,0,3,0,0,0,7,12,18,492,23,42,43,46,7,0,0,61,0,5,22,44,68,32,4,0,5,17,9,12,38,12,2,0,106403
15000US060371064051,150,6,37,1,1514,660,60,68,112,47,0,0,0,38,0,8,28,96,61,64,40,10,0,0,0,0,0,0,28,854,29,63,155,16,49,12,0,22,130,65,93,20,97,37,19,20,0,0,0,15,0,0,12,0,106405
15000US060371064052,150,6,37,2,986,551,42,76,9,31,10,0,26,26,0,95,13,12,37,72,25,0,13,8,16,31,9,0,0,435,55,0,18,0,14,0,0,20,57,55,25,53,17,24,22,0,15,0,22,0,8,0,30,0,106405
15000US060371064053,150,6,37,3,702,271,13,31,25,0,0,0,0,29,11,9,17,0,18,81,13,0,0,0,0,24,0,0,0,431,10,0,18,0,20,0,40,11,14,61,8,0,29,89,58,10,24,0,30,9,0,0,0,0,106405
15000US060371064061,150,6,37,1,3166,1581,119,12,150,117,100,0,11,60,12,55,171,175,39,140,76,90,9,11,88,73,16,29,28,1585,156,30,54,2,45,51,97,60,57,139,181,111,106,54,104,63,95,32,15,66,2,53,12,0,106406
15000US060371064062,150,6,37,2,553,268,16,3,64,11,0,0,0,0,9,9,68,14,7,19,14,0,0,0,19,5,9,0,1,285,22,25,69,29,0,0,0,15,0,0,51,13,14,7,13,0,4,0,10,13,0,0,0,0,106406
15000US060371064063,150,6,37,3,1323,554,60,0,76,28,16,0,0,51,56,34,56,15,17,27,75,17,0,0,16,0,0,10,0,769,52,75,121,36,48,0,8,5,24,12,102,57,17,62,93,33,0,0,0,10,0,14,0,0,106406
15000US060371064071,150,6,37,1,1542,618,76,49,22,40,65,10,5,24,30,5,51,27,45,50,57,0,5,12,12,6,9,11,7,924,45,75,54,15,0,7,13,65,74,21,93,14,78,79,73,0,15,16,21,48,40,6,72,0,106407
15000US060371064072,150,6,37,2,1130,587,83,42,38,72,40,17,52,24,14,9,55,22,16,33,20,10,17,0,0,23,0,0,0,543,41,37,53,62,15,0,0,17,8,48,76,21,14,81,0,17,16,11,0,20,6,0,0,0,106407
15000US060371064081,150,6,37,1,3123,1564,143,94,221,111,73,31,29,125,114,149,126,110,42,42,61,35,16,4,17,18,0,3,0,1559,165,129,132,28,82,90,11,127,92,68,163,201,47,52,81,15,46,0,0,12,0,5,13,0,106408
15000US060371064082,150,6,37,2,660,311,98,18,10,10,21,0,5,32,0,44,44,0,4,10,15,0,0,0,0,0,0,0,0,349,84,34,34,11,4,0,0,48,47,34,18,9,10,10,0,0,0,0,0,0,0,0,6,0,106408
15000US060371065101,150,6,37,1,1733,985,63,53,144,182,63,0,0,16,15,48,39,88,103,24,77,0,7,39,9,7,4,4,0,748,81,99,74,27,24,10,0,9,97,17,137,8,26,17,38,16,0,28,12,11,4,5,8,0,106510
15000US060371065102,150,6,37,2,1732,848,115,35,96,34,9,0,0,104,32,35,60,53,45,62,56,9,47,0,14,18,10,14,0,884,37,20,59,0,96,26,0,96,43,0,18,187,31,62,71,10,18,28,16,22,33,9,2,0,106510
15000US060371065103,150,6,37,3,1555,785,52,10,11,170,22,0,7,11,104,71,17,59,9,91,15,15,59,7,0,7,23,25,0,770,17,9,30,90,9,0,0,114,144,98,16,0,71,63,20,30,18,0,11,23,0,0,7,0,106510
15000US060371065201,150,6,37,1,1937,989,77,52,90,34,34,41,0,58,63,88,80,64,34,49,64,32,33,9,51,16,13,0,7,948,27,106,74,18,0,6,6,97,63,64,58,45,48,63,49,7,8,57,45,30,18,10,49,0,106520
15000US060371065202,150,6,37,2,1468,665,69,17,32,38,28,36,0,31,55,11,29,31,44,54,57,18,58,15,11,7,24,0,0,803,13,54,44,21,31,27,48,16,50,68,43,42,84,39,86,11,47,3,0,24,30,22,0,0,106520
15000US060371065203,150,6,37,3,1892,986,45,33,109,22,66,25,22,40,96,113,74,86,43,36,38,19,22,38,13,40,0,0,6,906,105,54,90,60,31,0,33,22,46,44,120,96,7,43,22,27,29,19,0,7,0,18,33,0,106520
15000US060371066031,150,6,37,1,1749,835,9,78,90,28,16,0,6,0,39,24,68,79,48,126,68,8,41,9,30,25,19,10,14,914,22,93,61,44,33,0,4,9,9,51,96,67,49,87,31,34,71,32,24,22,16,14,45,0,106603
15000US060371066032,150,6,37,2,1451,706,13,9,56,65,0,6,33,13,21,53,27,63,59,43,51,51,8,18,23,50,12,26,6,745,73,18,42,36,32,0,0,48,0,75,52,17,48,59,78,47,29,18,10,22,20,21,0,0,106603
15000US060371066041,150,6,37,1,223,124,11,10,10,11,0,0,0,0,24,7,0,0,11,0,20,0,5,0,0,0,15,0,0,99,11,11,0,0,0,0,0,18,0,12,7,10,0,0,10,5,0,0,0,15,0,0,0,0,106604
15000US060371066042,150,6,37,2,2211,1153,126,27,117,147,53,0,12,62,123,36,40,67,87,23,36,50,35,29,14,11,16,25,17,1058,67,140,76,49,69,51,9,44,59,115,10,160,36,12,43,35,0,6,1,15,44,15,2,0,106604
15000US060371066043,150,6,37,3,718,390,32,63,11,12,11,0,0,0,43,74,57,45,0,0,27,0,0,0,0,15,0,0,0,328,59,49,0,0,0,0,13,0,58,39,0,51,0,45,0,0,0,0,0,0,14,0,0,0,106604
15000US060371066044,150,6,37,4,1497,631,22,92,43,62,25,14,6,28,25,31,27,90,31,53,24,24,10,11,0,0,13,0,0,866,87,60,48,5,29,58,0,60,67,41,71,33,42,76,29,10,0,0,0,80,28,10,32,0,106604
15000US060371066411,150,6,37,1,2127,1222,31,68,115,42,20,25,40,34,32,39,76,79,115,86,76,47,76,27,59,79,40,12,4,905,12,53,60,15,11,6,22,7,13,33,84,58,72,104,86,27,53,46,53,24,44,15,7,0,106641
15000US060371066421,150,6,37,1,1273,624,12,30,76,14,0,0,0,8,40,44,40,23,65,85,49,11,35,14,10,23,24,0,21,649,11,50,11,21,13,0,0,0,113,64,19,65,50,87,5,28,15,36,11,19,7,24,0,0,106642
15000US060371066422,150,6,37,2,967,458,35,3,10,4,10,13,13,19,55,0,0,28,50,29,42,7,48,9,19,8,15,0,41,509,12,23,36,21,10,8,0,22,10,18,11,45,15,54,70,15,47,9,16,16,0,15,36,0,106642
15000US060371066423,150,6,37,3,1237,611,34,42,51,14,54,4,13,4,75,13,46,83,14,47,10,46,14,0,4,0,16,0,27,626,7,20,112,23,46,0,4,0,57,13,79,91,50,44,0,0,12,0,0,63,5,0,0,0,106642
15000US060371066431,150,6,37,1,3028,1389,62,95,124,69,13,56,0,11,41,58,66,120,111,153,91,39,104,33,41,65,28,9,0,1639,38,52,205,192,7,54,10,61,72,37,114,118,139,130,107,34,76,54,30,42,44,11,12,0,106643
15000US060371066432,150,6,37,2,679,326,0,0,34,29,0,0,0,0,20,9,0,4,63,30,36,20,30,9,0,13,18,11,0,353,0,0,0,0,0,0,34,48,32,9,0,34,31,28,23,19,21,25,0,38,0,11,0,0,106643
15000US060371066433,150,6,37,3,626,271,0,0,12,12,0,0,15,35,1,12,0,10,13,53,60,9,0,0,0,15,12,12,0,355,0,0,23,16,0,0,0,14,48,0,0,10,27,59,45,0,23,0,5,20,22,11,32,0,106643
15000US060371066451,150,6,37,1,1179,566,23,51,26,62,0,11,0,20,0,21,10,52,58,50,39,9,27,0,14,37,38,1,17,613,8,36,76,6,0,0,21,8,40,7,53,71,26,38,50,0,36,11,9,52,9,13,43,0,106645
15000US060371066452,150,6,37,2,2308,1164,16,137,15,54,44,9,0,103,86,24,12,75,100,65,103,17,39,9,48,102,17,44,45,1144,44,135,24,63,0,12,28,67,14,33,74,85,103,76,50,54,25,43,32,88,44,41,9,0,106645
15000US060371066461,150,6,37,1,2042,923,45,31,79,78,27,8,24,0,43,22,61,40,118,38,70,31,51,10,35,41,20,11,40,1119,52,46,45,60,38,26,35,0,45,46,70,72,136,69,42,17,73,55,27,59,12,27,67,0,106646
